Date,Close/Last,Open,High,Low
06/11/2018,2782.0,2780.18,2790.21,2780.17
06/08/2018,2779.03,2765.84,2779.39,2763.59
06/07/2018,2770.37,2774.84,2779.9,2760.16
06/06/2018,2772.35,2753.25,2772.39,2748.46
06/05/2018,2748.8,2748.46,2752.61,2739.51
06/04/2018,2746.87,2741.67,2749.16,2740.54
06/01/2018,2734.62,2718.7,2736.93,2718.7
05/31/2018,2705.27,2720.98,2722.5,2700.68
05/30/2018,2724.01,2702.43,2729.34,2702.43
05/29/2018,2689.86,2705.11,2710.67,2676.81
05/25/2018,2721.33,2723.6,2727.36,2714.99
05/24/2018,2727.76,2730.94,2731.97,2707.38
05/23/2018,2733.29,2713.98,2733.33,2709.54
05/22/2018,2724.44,2738.34,2742.24,2721.88
05/21/2018,2733.01,2725.95,2739.19,2725.7
05/18/2018,2712.97,2717.35,2719.5,2709.18
05/17/2018,2720.13,2719.71,2731.96,2711.36
05/16/2018,2722.46,2712.62,2727.76,2712.17
05/15/2018,2711.45,2718.59,2718.59,2701.91
05/14/2018,2730.13,2733.37,2742.1,2725.47
05/11/2018,2727.72,2722.7,2732.86,2717.45
05/10/2018,2723.07,2705.02,2726.11,2704.54
05/09/2018,2697.79,2678.12,2701.27,2674.14
05/08/2018,2671.92,2670.26,2676.34,2655.2
05/07/2018,2672.63,2669.36,2683.35,2664.7
05/04/2018,2663.42,2621.45,2670.93,2615.32
05/03/2018,2629.73,2628.08,2637.14,2594.62
05/02/2018,2635.67,2654.24,2660.87,2631.7
05/01/2018,2654.8,2643.64,2655.27,2625.41
04/30/2018,2648.05,2675.05,2682.92,2648.04
04/27/2018,2669.91,2675.47,2677.35,2659.01
04/26/2018,2666.94,2651.65,2676.48,2647.16
04/25/2018,2639.4,2634.92,2645.3,2612.67
04/24/2018,2634.56,2680.8,2683.55,2617.32
04/23/2018,2670.29,2675.4,2682.86,2657.99
04/20/2018,2670.14,2692.56,2693.94,2660.61
04/19/2018,2693.13,2701.16,2702.84,2681.9
04/18/2018,2708.64,2710.11,2717.49,2703.63
04/17/2018,2706.39,2692.74,2713.34,2692.05
04/16/2018,2677.84,2670.1,2686.49,2665.16
04/13/2018,2656.3,2676.9,2680.26,2645.05
04/12/2018,2663.99,2653.83,2674.72,2653.83
04/11/2018,2642.19,2643.89,2661.43,2639.25
04/10/2018,2656.87,2638.41,2665.45,2635.78
04/09/2018,2613.16,2617.18,2653.55,2610.79
04/06/2018,2604.47,2645.82,2656.88,2586.27
04/05/2018,2662.84,2657.36,2672.08,2649.58
04/04/2018,2644.69,2584.04,2649.86,2573.61
04/03/2018,2614.45,2592.17,2619.14,2575.49
04/02/2018,2581.88,2633.45,2638.3,2553.8
03/29/2018,2640.87,2614.41,2659.07,2609.72
03/28/2018,2605.0,2611.3,2632.65,2593.06
03/27/2018,2612.62,2667.57,2674.78,2596.12
03/26/2018,2658.55,2619.35,2661.36,2601.81
03/23/2018,2588.26,2646.71,2657.67,2585.89
03/22/2018,2643.69,2691.36,2695.68,2641.59
03/21/2018,2711.93,2714.99,2739.14,2709.79
03/20/2018,2716.94,2715.05,2724.22,2710.05
03/19/2018,2712.92,2741.38,2741.38,2694.59
03/16/2018,2752.01,2750.57,2761.85,2749.97
03/15/2018,2747.33,2754.27,2763.03,2741.47
03/14/2018,2749.48,2774.06,2777.11,2744.38
03/13/2018,2765.31,2792.31,2801.9,2758.68
03/12/2018,2783.02,2790.54,2796.98,2779.26
03/09/2018,2786.57,2752.91,2786.57,2751.54
03/08/2018,2738.97,2732.75,2740.45,2722.65
03/07/2018,2726.8,2710.18,2730.6,2701.74
03/06/2018,2728.12,2730.18,2732.08,2711.26
03/05/2018,2720.94,2681.06,2728.09,2675.75
03/02/2018,2691.25,2658.89,2696.25,2647.32
03/01/2018,2677.67,2715.22,2730.89,2659.65
02/28/2018,2713.83,2753.78,2761.52,2713.54
02/27/2018,2744.28,2780.45,2789.15,2744.22
02/26/2018,2779.6,2757.37,2780.64,2753.78
02/23/2018,2747.3,2715.8,2747.76,2713.74
02/22/2018,2703.96,2710.42,2731.26,2697.77
02/21/2018,2701.33,2720.53,2747.75,2701.29
02/20/2018,2716.26,2722.99,2737.6,2706.76
02/16/2018,2732.22,2727.14,2754.42,2725.11
02/15/2018,2731.2,2713.46,2731.51,2689.82
02/14/2018,2698.63,2651.21,2702.1,2648.87
02/13/2018,2662.94,2646.27,2668.84,2637.08
02/12/2018,2656.0,2636.75,2672.61,2622.45
02/09/2018,2619.55,2601.78,2638.67,2532.69
02/08/2018,2581.0,2685.01,2685.27,2580.56
02/07/2018,2681.66,2690.95,2727.67,2681.33
02/06/2018,2695.14,2614.78,2701.04,2593.07
02/05/2018,2648.94,2741.06,2763.39,2638.17
02/02/2018,2762.13,2808.92,2808.92,2759.97
02/01/2018,2821.98,2816.45,2835.96,2812.7
01/31/2018,2823.81,2832.41,2839.26,2813.04
01/30/2018,2822.43,2832.74,2837.75,2818.27
01/29/2018,2853.53,2867.23,2870.62,2851.48
01/26/2018,2872.87,2847.48,2872.87,2846.18
01/25/2018,2839.25,2846.24,2848.56,2830.94
01/24/2018,2837.54,2845.42,2852.97,2824.81
01/23/2018,2839.13,2835.05,2842.24,2830.59
01/22/2018,2832.97,2809.16,2833.03,2808.12
01/19/2018,2810.3,2802.6,2810.33,2798.08
01/18/2018,2798.03,2802.4,2805.83,2792.56
01/17/2018,2802.56,2784.99,2807.04,2778.38
01/16/2018,2776.42,2798.96,2807.54,2768.64
01/12/2018,2786.24,2770.18,2787.85,2769.64
01/11/2018,2767.56,2752.97,2767.56,2752.78
01/10/2018,2748.23,2745.55,2750.8,2736.06
01/09/2018,2751.29,2751.15,2759.14,2747.86
01/08/2018,2747.71,2742.67,2748.51,2737.6
01/05/2018,2743.15,2731.33,2743.45,2727.92
01/04/2018,2723.99,2719.31,2729.29,2719.07
01/03/2018,2713.06,2697.85,2714.37,2697.77
01/02/2018,2695.81,2683.73,2695.89,2682.36
12/29/2017,2673.61,2689.15,2692.12,2673.61
12/28/2017,2687.54,2686.1,2687.66,2682.69
12/27/2017,2682.62,2682.1,2685.64,2678.91
12/26/2017,2680.5,2679.09,2682.74,2677.96
12/22/2017,2683.34,2684.22,2685.35,2678.13
12/21/2017,2684.57,2683.02,2692.64,2682.4
12/20/2017,2679.25,2688.18,2691.01,2676.11
12/19/2017,2681.47,2692.71,2694.44,2680.74
12/18/2017,2690.16,2685.92,2694.97,2685.92
12/15/2017,2675.81,2660.63,2679.63,2659.14
12/14/2017,2652.01,2665.87,2668.09,2652.01
12/13/2017,2662.85,2667.59,2671.88,2662.85
12/12/2017,2664.11,2661.73,2669.72,2659.78
12/11/2017,2659.99,2652.19,2660.33,2651.47
12/08/2017,2651.5,2646.21,2651.65,2644.1
12/07/2017,2636.98,2628.38,2640.99,2626.53
12/06/2017,2629.27,2626.24,2634.41,2624.75
12/05/2017,2629.57,2639.78,2648.72,2627.73
12/04/2017,2639.44,2657.19,2665.19,2639.03
12/01/2017,2642.22,2645.1,2650.62,2605.52
11/30/2017,2647.58,2633.93,2657.74,2633.93
11/29/2017,2626.07,2627.82,2634.89,2620.32
11/28/2017,2627.04,2605.94,2627.69,2605.44
11/27/2017,2601.42,2602.66,2606.41,2598.87
11/24/2017,2602.42,2600.42,2604.21,2600.42
11/22/2017,2597.08,2600.31,2600.94,2595.23
11/21/2017,2599.03,2589.17,2601.19,2589.17
11/20/2017,2582.14,2579.49,2584.64,2578.24
11/17/2017,2578.85,2582.94,2583.96,2577.62
11/16/2017,2585.64,2572.95,2590.09,2572.95
11/15/2017,2564.62,2569.45,2572.84,2557.45
11/14/2017,2578.87,2577.75,2579.66,2566.56
11/13/2017,2584.84,2576.53,2587.66,2574.48
11/10/2017,2582.3,2580.18,2583.81,2575.57
11/09/2017,2584.62,2584.0,2586.5,2566.33
11/08/2017,2594.38,2588.71,2595.47,2585.02
11/07/2017,2590.64,2592.11,2597.02,2584.35
11/06/2017,2591.13,2587.47,2593.38,2585.66
11/03/2017,2587.84,2581.93,2588.42,2576.77
11/02/2017,2579.85,2579.46,2581.11,2566.17
11/01/2017,2579.36,2583.21,2588.4,2574.92
10/31/2017,2575.26,2575.99,2578.29,2572.15
10/30/2017,2572.83,2577.75,2580.03,2568.25
10/27/2017,2581.07,2570.26,2582.98,2565.94
10/26/2017,2560.4,2560.08,2567.07,2559.8
10/25/2017,2557.15,2566.52,2567.4,2544.0
10/24/2017,2569.13,2568.66,2572.18,2565.58
10/23/2017,2564.98,2578.08,2578.29,2564.33
10/20/2017,2575.21,2567.56,2575.44,2567.56
10/19/2017,2562.1,2553.39,2562.36,2547.92
10/18/2017,2561.26,2562.87,2564.11,2559.67
10/17/2017,2559.36,2557.17,2559.71,2554.69
10/16/2017,2557.64,2555.57,2559.47,2552.64
10/13/2017,2553.17,2555.66,2557.65,2552.09
10/12/2017,2550.93,2552.88,2555.33,2548.31
10/11/2017,2555.24,2550.62,2555.24,2547.95
10/10/2017,2550.64,2549.99,2555.23,2544.86
10/09/2017,2544.73,2551.39,2551.82,2541.6
10/06/2017,2549.33,2547.44,2549.41,2543.79
10/05/2017,2552.07,2540.86,2552.51,2540.02
10/04/2017,2537.74,2533.48,2540.53,2531.8
10/03/2017,2534.58,2530.34,2535.13,2528.85
10/02/2017,2529.12,2521.2,2529.23,2520.4
09/29/2017,2519.36,2509.96,2519.44,2507.99
09/28/2017,2510.06,2503.41,2510.81,2502.93
09/27/2017,2507.04,2503.3,2511.75,2495.91
09/26/2017,2496.84,2501.04,2503.51,2495.12
09/25/2017,2496.66,2499.39,2502.54,2488.03
09/22/2017,2502.22,2497.26,2503.47,2496.54
09/21/2017,2500.6,2507.16,2507.16,2499.0
09/20/2017,2508.24,2506.84,2508.85,2496.67
09/19/2017,2506.65,2506.29,2507.84,2503.19
09/18/2017,2503.87,2502.51,2508.32,2499.92
09/15/2017,2500.23,2495.67,2500.23,2493.16
09/14/2017,2495.62,2494.56,2498.43,2491.35
09/13/2017,2498.37,2493.89,2498.37,2492.14
09/12/2017,2496.48,2491.94,2496.77,2490.37
09/11/2017,2488.11,2474.52,2488.95,2474.52
09/08/2017,2461.43,2462.25,2467.11,2459.4
09/07/2017,2465.1,2468.06,2468.62,2460.29
09/06/2017,2465.54,2463.83,2469.64,2459.2
09/05/2017,2457.85,2470.35,2471.97,2446.55
09/01/2017,2476.55,2474.42,2480.38,2473.85
08/31/2017,2471.65,2462.65,2475.01,2462.65
08/30/2017,2457.59,2446.06,2460.31,2443.77
08/29/2017,2446.3,2431.94,2449.19,2428.2
08/28/2017,2444.24,2447.35,2449.12,2439.03
08/25/2017,2443.05,2444.72,2453.96,2442.22
08/24/2017,2438.97,2447.91,2450.39,2436.19
08/23/2017,2444.04,2444.88,2448.91,2441.42
08/22/2017,2452.51,2433.75,2454.77,2433.67
08/21/2017,2428.37,2425.5,2430.58,2417.35
08/18/2017,2425.55,2427.64,2440.27,2420.69
08/17/2017,2430.01,2462.95,2465.02,2430.01
08/16/2017,2468.11,2468.63,2474.93,2463.86
08/15/2017,2464.61,2468.66,2468.9,2461.61
08/14/2017,2465.84,2454.96,2468.22,2454.96
08/11/2017,2441.32,2441.04,2448.09,2437.85
08/10/2017,2438.21,2465.38,2465.38,2437.75
08/09/2017,2474.02,2465.35,2474.41,2462.08
08/08/2017,2474.92,2478.35,2490.87,2470.32
08/07/2017,2480.91,2477.14,2480.95,2475.88
08/04/2017,2476.83,2476.88,2480.0,2472.08
08/03/2017,2472.16,2476.03,2476.03,2468.85
08/02/2017,2477.57,2480.38,2480.38,2466.48
08/01/2017,2476.35,2477.1,2478.51,2471.14
07/31/2017,2470.3,2475.94,2477.96,2468.53
07/28/2017,2472.1,2469.12,2473.53,2464.66
07/27/2017,2475.42,2482.76,2484.04,2459.93
07/26/2017,2477.83,2479.97,2481.69,2474.94
07/25/2017,2477.13,2477.88,2481.24,2474.91
07/24/2017,2469.91,2472.04,2473.1,2466.32
07/21/2017,2472.54,2467.4,2472.54,2465.06
07/20/2017,2473.45,2475.56,2477.62,2468.43
07/19/2017,2473.83,2463.85,2473.83,2463.85
07/18/2017,2460.61,2455.88,2460.92,2450.34
07/17/2017,2459.14,2459.5,2462.82,2457.16
07/14/2017,2459.27,2449.16,2463.54,2446.69
07/13/2017,2447.83,2444.99,2449.32,2441.69
07/12/2017,2443.25,2435.75,2445.76,2435.75
07/11/2017,2425.53,2427.35,2429.3,2412.79
07/10/2017,2427.43,2424.51,2432.0,2422.27
07/07/2017,2425.18,2413.52,2426.92,2413.52
07/06/2017,2409.75,2423.44,2424.28,2407.7
07/05/2017,2432.54,2430.78,2434.9,2422.05
07/03/2017,2429.01,2431.39,2439.17,2428.69
06/30/2017,2423.41,2429.2,2432.71,2421.65
06/29/2017,2419.7,2442.38,2442.73,2405.7
06/28/2017,2440.69,2428.7,2442.97,2428.02
06/27/2017,2419.38,2436.34,2440.15,2419.38
06/26/2017,2439.07,2443.32,2450.42,2437.03
06/23/2017,2438.3,2434.65,2441.4,2431.11
06/22/2017,2434.5,2437.4,2441.62,2433.27
06/21/2017,2435.61,2439.31,2442.23,2430.74
06/20/2017,2437.03,2450.66,2450.66,2436.6
06/19/2017,2453.46,2442.55,2453.82,2441.79
06/16/2017,2433.15,2431.24,2433.15,2422.88
06/15/2017,2432.46,2424.14,2433.95,2418.53
06/14/2017,2437.92,2443.75,2443.75,2428.34
06/13/2017,2440.35,2434.15,2441.49,2431.28
06/12/2017,2429.39,2425.88,2430.38,2419.97
06/09/2017,2431.77,2436.39,2446.2,2415.7
06/08/2017,2433.79,2434.27,2439.27,2427.94
06/07/2017,2433.14,2432.03,2435.28,2424.75
06/06/2017,2429.33,2431.92,2436.21,2428.12
06/05/2017,2436.1,2437.83,2439.55,2434.32
06/02/2017,2439.07,2431.28,2440.23,2427.71
06/01/2017,2430.06,2415.65,2430.06,2413.54
05/31/2017,2411.8,2415.63,2415.99,2403.59
05/30/2017,2412.91,2411.67,2415.26,2409.43
05/26/2017,2415.82,2414.5,2416.68,2412.2
05/25/2017,2415.07,2409.54,2418.71,2408.01
05/24/2017,2404.39,2401.41,2405.58,2397.99
05/23/2017,2398.42,2397.04,2400.85,2393.88
05/22/2017,2394.02,2387.21,2395.46,2386.92
05/19/2017,2381.73,2371.37,2389.06,2370.43
05/18/2017,2365.72,2354.69,2375.74,2352.72
05/17/2017,2357.03,2382.95,2384.87,2356.21
05/16/2017,2400.67,2404.55,2405.77,2396.05
05/15/2017,2402.32,2393.98,2404.05,2393.94
05/12/2017,2390.9,2392.44,2392.44,2387.19
05/11/2017,2394.44,2394.84,2395.72,2381.74
05/10/2017,2399.63,2396.79,2399.74,2392.79
05/09/2017,2396.92,2401.58,2403.87,2392.44
05/08/2017,2399.38,2399.94,2401.36,2393.92
05/05/2017,2399.29,2392.37,2399.29,2389.38
05/04/2017,2389.52,2389.79,2391.43,2380.35
05/03/2017,2388.13,2386.5,2389.82,2379.75
05/02/2017,2391.17,2391.05,2392.93,2385.82
05/01/2017,2388.33,2388.5,2394.49,2384.83
04/28/2017,2384.2,2393.68,2393.68,2382.36
04/27/2017,2388.77,2389.7,2392.1,2382.68
04/26/2017,2387.45,2388.98,2398.16,2386.76
04/25/2017,2388.61,2381.51,2392.48,2381.15
04/24/2017,2374.15,2370.33,2376.98,2369.19
04/21/2017,2348.69,2354.74,2356.18,2344.51
04/20/2017,2355.84,2342.69,2361.37,2340.91
04/19/2017,2338.17,2346.79,2352.63,2335.05
04/18/2017,2342.19,2342.53,2348.35,2334.54
04/17/2017,2349.01,2332.62,2349.14,2332.51
04/13/2017,2328.95,2341.98,2348.26,2328.95
04/12/2017,2344.93,2352.15,2352.72,2341.18
04/11/2017,2353.78,2353.92,2355.22,2337.25
04/10/2017,2357.16,2357.16,2366.37,2351.5
04/07/2017,2355.54,2356.59,2363.76,2350.74
04/06/2017,2357.49,2353.79,2364.16,2348.9
04/05/2017,2352.95,2366.59,2378.36,2350.52
04/04/2017,2360.16,2354.76,2360.53,2350.72
04/03/2017,2358.84,2362.34,2365.87,2344.73
03/31/2017,2362.72,2364.82,2370.35,2362.6
03/30/2017,2368.06,2361.31,2370.42,2358.58
03/29/2017,2361.13,2356.54,2363.36,2352.94
03/28/2017,2358.57,2339.79,2363.78,2337.63
03/27/2017,2341.59,2329.11,2344.9,2322.25
03/24/2017,2343.98,2350.42,2356.22,2335.74
03/23/2017,2345.96,2345.97,2358.92,2342.13
03/22/2017,2348.45,2343.0,2351.81,2336.45
03/21/2017,2344.02,2379.32,2381.93,2341.9
03/20/2017,2373.47,2378.24,2379.55,2369.66
03/17/2017,2378.25,2383.71,2385.71,2377.64
03/16/2017,2381.38,2387.71,2388.1,2377.18
03/15/2017,2385.26,2370.34,2390.01,2368.94
03/14/2017,2365.45,2368.55,2368.55,2358.18
03/13/2017,2373.47,2371.56,2374.42,2368.52
03/10/2017,2372.6,2372.52,2376.86,2363.04
03/09/2017,2364.87,2363.49,2369.08,2354.54
03/08/2017,2362.98,2369.81,2373.09,2361.01
03/07/2017,2368.39,2370.74,2375.12,2365.51
03/06/2017,2375.31,2375.23,2378.8,2367.98
03/03/2017,2383.12,2380.92,2383.89,2375.39
03/02/2017,2381.92,2394.75,2394.75,2380.17
03/01/2017,2395.96,2380.13,2400.98,2380.13
02/28/2017,2363.64,2366.08,2367.79,2358.96
02/27/2017,2369.75,2365.23,2371.54,2361.87
02/24/2017,2367.34,2355.73,2367.34,2352.87
02/23/2017,2363.81,2367.5,2368.26,2355.09
02/22/2017,2362.82,2361.11,2365.13,2358.34
02/21/2017,2365.38,2354.91,2366.71,2354.91
02/17/2017,2351.16,2343.01,2351.16,2339.58
02/16/2017,2347.22,2349.64,2351.31,2338.87
02/15/2017,2349.25,2335.58,2351.3,2334.81
02/14/2017,2337.58,2326.12,2337.58,2322.17
02/13/2017,2328.25,2321.72,2331.58,2321.42
02/10/2017,2316.1,2312.27,2319.23,2311.1
02/09/2017,2307.87,2296.7,2311.08,2296.61
02/08/2017,2294.67,2289.55,2295.91,2285.38
02/07/2017,2293.08,2295.87,2299.4,2290.16
02/06/2017,2292.56,2294.28,2296.18,2288.57
02/03/2017,2297.42,2288.54,2298.31,2287.88
02/02/2017,2280.85,2276.69,2283.97,2271.65
02/01/2017,2279.55,2285.59,2289.14,2272.44
01/31/2017,2278.87,2274.02,2279.09,2267.21
01/30/2017,2280.9,2286.01,2286.01,2268.04
01/27/2017,2294.69,2299.02,2299.02,2291.62
01/26/2017,2296.68,2298.63,2300.99,2294.08
01/25/2017,2298.37,2288.88,2299.55,2288.88
01/24/2017,2280.07,2267.88,2284.63,2266.68
01/23/2017,2265.2,2267.78,2271.78,2257.02
01/20/2017,2271.31,2269.96,2276.96,2265.01
01/19/2017,2263.69,2271.9,2274.33,2258.41
01/18/2017,2271.89,2269.14,2272.01,2263.35
01/17/2017,2267.89,2269.14,2272.08,2262.81
01/13/2017,2274.64,2272.74,2278.68,2271.51
01/12/2017,2270.44,2271.14,2271.78,2254.25
01/11/2017,2275.32,2268.6,2275.32,2260.83
01/10/2017,2268.9,2269.72,2279.27,2265.27
01/09/2017,2268.9,2273.59,2275.49,2268.9
01/06/2017,2276.98,2271.14,2282.1,2264.06
01/05/2017,2269.0,2268.18,2271.5,2260.45
01/04/2017,2270.75,2261.6,2272.82,2261.6
01/03/2017,2257.83,2251.57,2263.88,2245.13
12/30/2016,2238.83,2251.61,2253.58,2233.62
12/29/2016,2249.26,2249.5,2254.51,2244.56
12/28/2016,2249.92,2270.23,2271.31,2249.11
12/27/2016,2268.88,2266.23,2273.82,2266.15
12/23/2016,2263.79,2260.25,2263.79,2258.84
12/22/2016,2260.96,2262.93,2263.18,2256.08
12/21/2016,2265.18,2270.54,2271.23,2265.15
12/20/2016,2270.76,2266.5,2272.56,2266.14
12/19/2016,2262.53,2259.24,2267.47,2258.21
12/16/2016,2258.07,2266.81,2268.05,2254.24
12/15/2016,2262.03,2253.77,2272.12,2253.77
12/14/2016,2253.28,2268.35,2276.2,2248.44
12/13/2016,2271.72,2263.32,2277.53,2263.32
12/12/2016,2256.96,2258.83,2264.03,2252.37
12/09/2016,2259.53,2249.73,2259.8,2249.23
12/08/2016,2246.19,2241.13,2251.69,2237.57
12/07/2016,2241.35,2210.72,2241.63,2208.93
12/06/2016,2212.23,2207.26,2212.78,2202.21
12/05/2016,2204.71,2200.65,2209.42,2199.97
12/02/2016,2191.95,2191.12,2197.95,2188.37
12/01/2016,2191.08,2200.17,2202.6,2187.44
11/30/2016,2198.81,2204.97,2214.1,2198.81
11/29/2016,2204.66,2200.76,2210.46,2198.15
11/28/2016,2201.72,2210.21,2211.14,2200.36
11/25/2016,2213.35,2206.27,2213.35,2206.27
11/23/2016,2204.72,2198.55,2204.72,2194.51
11/22/2016,2202.94,2201.56,2204.8,2194.51
11/21/2016,2198.18,2186.43,2198.7,2186.43
11/18/2016,2181.9,2186.85,2189.89,2180.38
11/17/2016,2187.12,2178.61,2188.06,2176.65
11/16/2016,2176.94,2177.53,2179.22,2172.2
11/15/2016,2180.39,2168.29,2180.84,2166.38
11/14/2016,2164.2,2165.64,2171.36,2156.08
11/11/2016,2164.45,2162.71,2165.92,2152.49
11/10/2016,2167.48,2167.49,2182.3,2151.17
11/09/2016,2163.26,2131.56,2170.1,2125.35
11/08/2016,2139.56,2129.92,2146.87,2123.56
11/07/2016,2131.52,2100.59,2132.0,2100.59
11/04/2016,2085.18,2083.79,2099.07,2083.79
11/03/2016,2088.66,2098.8,2102.56,2085.23
11/02/2016,2097.94,2109.43,2111.76,2094.0
11/01/2016,2111.72,2128.68,2131.45,2097.85
10/31/2016,2126.15,2129.78,2133.25,2125.53
10/28/2016,2126.41,2132.23,2140.72,2119.36
10/27/2016,2133.04,2144.06,2147.13,2132.52
10/26/2016,2139.43,2136.97,2145.73,2131.59
10/25/2016,2143.16,2149.72,2151.44,2141.93
10/24/2016,2151.33,2148.5,2154.79,2146.91
10/21/2016,2141.16,2139.43,2142.63,2130.09
10/20/2016,2141.34,2142.51,2147.18,2133.44
10/19/2016,2144.29,2140.81,2148.44,2138.15
10/18/2016,2139.6,2138.31,2144.38,2135.49
10/17/2016,2126.5,2132.95,2135.61,2124.43
10/14/2016,2132.98,2139.68,2149.19,2132.98
10/13/2016,2132.55,2130.26,2138.19,2114.72
10/12/2016,2139.18,2137.67,2145.36,2132.77
10/11/2016,2136.73,2161.35,2161.56,2128.84
10/10/2016,2163.66,2160.39,2169.6,2160.39
10/07/2016,2153.74,2164.19,2165.86,2144.85
10/06/2016,2160.77,2158.22,2162.93,2150.28
10/05/2016,2159.73,2155.15,2163.95,2155.15
10/04/2016,2150.49,2163.37,2165.46,2144.01
10/03/2016,2161.2,2164.33,2164.41,2154.77
09/30/2016,2168.27,2156.51,2175.3,2156.51
09/29/2016,2151.13,2168.9,2172.67,2145.2
09/28/2016,2171.37,2161.85,2172.4,2151.79
09/27/2016,2159.93,2146.04,2161.13,2141.55
09/26/2016,2146.1,2158.54,2158.54,2145.04
09/23/2016,2164.69,2173.29,2173.75,2163.97
09/22/2016,2177.18,2170.94,2179.99,2170.94
09/21/2016,2163.12,2144.58,2165.11,2139.57
09/20/2016,2139.76,2145.94,2150.8,2139.17
09/19/2016,2139.12,2143.99,2153.61,2135.91
09/16/2016,2139.16,2146.48,2146.48,2131.2
09/15/2016,2147.26,2125.36,2151.31,2122.36
09/14/2016,2125.77,2127.86,2141.33,2119.9
09/13/2016,2127.02,2150.47,2150.47,2120.27
09/12/2016,2159.04,2120.86,2163.3,2119.12
09/09/2016,2127.81,2169.08,2169.08,2127.81
09/08/2016,2181.3,2182.76,2184.94,2177.49
09/07/2016,2186.16,2185.17,2187.87,2179.07
09/06/2016,2186.48,2181.61,2186.57,2175.1
09/02/2016,2179.98,2177.49,2184.87,2173.59
09/01/2016,2170.86,2171.33,2173.56,2157.09
08/31/2016,2170.95,2173.56,2173.79,2161.35
08/30/2016,2176.12,2179.45,2182.27,2170.41
08/29/2016,2180.38,2170.19,2183.48,2170.19
08/26/2016,2169.04,2175.1,2187.94,2160.39
08/25/2016,2172.47,2173.29,2179.0,2169.74
08/24/2016,2175.44,2185.09,2186.66,2171.25
08/23/2016,2186.9,2187.81,2193.42,2186.8
08/22/2016,2182.64,2181.58,2185.15,2175.96
08/19/2016,2183.87,2184.24,2185.0,2175.13
08/18/2016,2187.02,2181.9,2187.03,2180.46
08/17/2016,2182.22,2177.84,2183.08,2168.5
08/16/2016,2178.15,2186.24,2186.24,2178.14
08/15/2016,2190.15,2186.08,2193.81,2186.08
08/12/2016,2184.05,2183.74,2186.28,2179.42
08/11/2016,2185.79,2177.97,2188.45,2177.97
08/10/2016,2175.49,2182.81,2183.41,2172.0
08/09/2016,2181.74,2182.24,2187.66,2178.61
08/08/2016,2180.89,2183.76,2185.44,2177.85
08/05/2016,2182.87,2168.79,2182.87,2168.79
08/04/2016,2164.25,2163.51,2168.19,2159.07
08/03/2016,2163.79,2156.81,2163.79,2152.56
08/02/2016,2157.03,2169.94,2170.2,2147.58
08/01/2016,2170.84,2173.15,2178.29,2166.21
07/29/2016,2173.6,2168.83,2177.09,2163.49
07/28/2016,2170.06,2166.05,2172.85,2159.74
07/27/2016,2166.58,2169.81,2174.98,2159.07
07/26/2016,2169.18,2168.97,2173.54,2160.18
07/25/2016,2168.48,2173.71,2173.71,2161.95
07/22/2016,2175.03,2166.47,2175.11,2163.24
07/21/2016,2165.17,2172.91,2174.56,2159.75
07/20/2016,2173.02,2166.1,2175.63,2164.89
07/19/2016,2163.78,2163.79,2164.63,2159.01
07/18/2016,2166.89,2162.04,2168.35,2159.63
07/15/2016,2161.74,2165.13,2169.05,2155.79
07/14/2016,2163.75,2157.88,2168.99,2157.88
07/13/2016,2152.43,2153.81,2156.45,2146.21
07/12/2016,2152.14,2139.5,2155.4,2139.5
07/11/2016,2137.16,2131.72,2143.16,2131.72
07/08/2016,2129.9,2106.97,2131.71,2106.97
07/07/2016,2097.9,2100.42,2109.08,2089.39
07/06/2016,2099.73,2084.43,2100.72,2074.02
07/05/2016,2088.55,2095.05,2095.05,2080.86
07/01/2016,2102.95,2099.34,2108.71,2097.9
06/30/2016,2098.86,2073.17,2098.94,2070.0
06/29/2016,2070.77,2042.69,2073.13,2042.69
06/28/2016,2036.09,2006.67,2036.09,2006.67
06/27/2016,2000.54,2031.45,2031.45,1991.68
06/24/2016,2037.41,2103.81,2103.81,2032.57
06/23/2016,2113.32,2092.8,2113.32,2092.8
06/22/2016,2085.45,2089.75,2099.71,2084.36
06/21/2016,2088.9,2085.19,2093.66,2083.02
06/20/2016,2083.25,2075.58,2100.66,2075.58
06/17/2016,2071.22,2078.2,2078.2,2062.84
06/16/2016,2077.99,2066.36,2079.62,2050.37
06/15/2016,2071.5,2077.6,2085.65,2069.8
06/14/2016,2075.32,2076.65,2081.3,2064.1
06/13/2016,2079.06,2091.75,2098.12,2078.46
06/10/2016,2096.07,2109.57,2109.57,2089.96
06/09/2016,2115.48,2115.65,2117.64,2107.73
06/08/2016,2119.12,2112.71,2120.55,2112.71
06/07/2016,2112.13,2110.18,2119.22,2110.18
06/06/2016,2109.41,2100.83,2113.36,2100.83
06/03/2016,2099.13,2104.07,2104.07,2085.36
06/02/2016,2105.26,2097.71,2105.26,2088.59
06/01/2016,2099.33,2093.94,2100.97,2085.1
05/31/2016,2096.96,2100.13,2103.48,2088.66
05/27/2016,2099.06,2090.06,2099.06,2090.06
05/26/2016,2090.1,2091.44,2094.3,2087.08
05/25/2016,2090.54,2078.93,2094.73,2078.93
05/24/2016,2076.06,2052.65,2079.67,2052.65
05/23/2016,2048.04,2052.23,2055.58,2047.26
